name,proddate,idno,cntry,trstlgl,trstplc,trstplt,trstsci,lrscale,gincdif,imwbcnt,ccrdprs
ESS10e03_3,2122025,11956,IT,5,6,6,5,2,5.0,3,7
ESS10e03_3,2122025,11958,IT,2,5,1,4,4,5.0,2,6
ESS10e03_3,2122025,11973,IT,6,6,3,7,5,5.0,3,2
ESS10e03_3,2122025,11974,IT,,,0,,,5.0,4,9
ESS10e03_3,2122025,12004,IT,5,5,3,8,6,7.5,5,8
ESS10e03_3,2122025,12007,IT,5,7,2,6,1,7.5,5,6
ESS10e03_3,2122025,12019,IT,6,7,7,8,3,7.5,8,7
ESS10e03_3,2122025,12020,IT,5,9,2,10,8,10.0,7,8
ESS10e03_3,2122025,12026,IT,7,7,6,8,2,5.0,4,3
ESS10e03_3,2122025,12030,IT,6,8,4,5,8,10.0,5,2
ESS10e03_3,2122025,12034,IT,8,10,0,10,5,10.0,9,0
ESS10e03_3,2122025,12036,IT,8,8,8,10,0,10.0,6,8
ESS10e03_3,2122025,12039,IT,6,8,6,8,3,7.5,7,7
ESS10e03_3,2122025,12068,IT,1,6,1,8,5,10.0,0,8
ESS10e03_3,2122025,12073,IT,9,8,5,7,,7.5,6,7
ESS10e03_3,2122025,12088,IT,5,6,5,7,4,10.0,7,7
ESS10e03_3,2122025,12090,IT,7,7,5,7,3,10.0,5,7
ESS10e03_3,2122025,12091,IT,4,4,2,4,4,7.5,4,8
ESS10e03_3,2122025,12092,IT,2,8,2,6,,5.0,7,3
ESS10e03_3,2122025,12096,IT,5,8,1,8,10,5.0,2,10
ESS10e03_3,2122025,12101,IT,10,10,10,10,5,10.0,10,10
ESS10e03_3,2122025,12104,IT,6,6,3,7,4,7.5,6,7
ESS10e03_3,2122025,12111,IT,6,7,2,7,,5.0,5,6
ESS10e03_3,2122025,12116,IT,5,6,3,6,6,10.0,3,8
ESS10e03_3,2122025,12118,IT,6,6,4,6,4,7.5,6,
ESS10e03_3,2122025,12123,IT,9,9,7,10,0,7.5,5,0
ESS10e03_3,2122025,12136,IT,8,8,4,10,2,7.5,7,10
ESS10e03_3,2122025,12137,IT,7,7,7,5,7,7.5,5,6
ESS10e03_3,2122025,12140,IT,8,8,4,10,2,7.5,8,8
ESS10e03_3,2122025,12154,IT,7,8,6,8,3,7.5,3,1
ESS10e03_3,2122025,12155,IT,1,10,0,8,5,10.0,0,8
ESS10e03_3,2122025,12164,IT,8,8,7,8,6,2.5,3,3
ESS10e03_3,2122025,12165,IT,1,0,0,3,,2.5,5,1
ESS10e03_3,2122025,12170,IT,6,8,2,8,4,5.0,5,5
ESS10e03_3,2122025,12174,IT,8,8,6,8,,7.5,4,5
ESS10e03_3,2122025,12178,IT,0,10,0,10,10,10.0,3,3
ESS10e03_3,2122025,12180,IT,2,5,0,10,10,10.0,5,10
ESS10e03_3,2122025,12191,IT,5,7,2,4,,2.5,6,4
ESS10e03_3,2122025,12194,IT,4,6,1,7,5,5.0,2,0
ESS10e03_3,2122025,12200,IT,5,5,5,6,,5.0,6,
ESS10e03_3,2122025,12201,IT,9,8,3,9,,10.0,5,7
ESS10e03_3,2122025,12216,IT,8,10,6,8,1,10.0,3,1
ESS10e03_3,2122025,12250,IT,7,5,4,8,5,5.0,6,9
ESS10e03_3,2122025,12262,IT,7,8,5,7,3,5.0,5,7
ESS10e03_3,2122025,12279,IT,8,9,5,10,6,5.0,6,8
ESS10e03_3,2122025,12301,IT,4,2,2,7,7,7.5,3,3
ESS10e03_3,2122025,12316,IT,6,8,3,8,7,7.5,3,3
ESS10e03_3,2122025,12320,IT,9,10,4,9,,5.0,4,8
ESS10e03_3,2122025,12333,IT,1,5,0,5,,7.5,5,2
ESS10e03_3,2122025,12336,IT,0,1,0,4,,5.0,5,2
ESS10e03_3,2122025,12337,IT,6,7,5,7,6,7.5,4,5
ESS10e03_3,2122025,12341,IT,6,7,0,9,,10.0,5,6
ESS10e03_3,2122025,12355,IT,8,7,6,9,8,2.5,2,6
ESS10e03_3,2122025,12356,IT,6,9,4,7,,,,
