name,proddate,idno,agegroup,cntry,gndr,trstlgl,trstplc,trstplt,trstsci,ccrdprs,gincdif,lrscale,imwbcnt,rlgdgr
ESS10e03_3,02.12.2025,11271,2,FI,2,9,9,7,9,8,7.5,5,9,4
ESS10e03_3,02.12.2025,11298,4,FI,2,8,9,3,8,6,7.5,5,6,3
ESS10e03_3,02.12.2025,11328,1,FI,1,8,9,7,9,7,5.0,5,5,5
ESS10e03_3,02.12.2025,11365,3,FI,1,8,9,5,9,8,10.0,5,3,1
ESS10e03_3,02.12.2025,11368,7,FI,2,9,8,5,9,7,5.0,8,6,7
ESS10e03_3,02.12.2025,11375,6,FI,2,6,8,2,6,6,10.0,7,4,2
ESS10e03_3,02.12.2025,11386,6,FI,2,3,8,2,7,5,10.0,5,4,7
ESS10e03_3,02.12.2025,11387,4,FI,1,10,10,8,10,9,7.5,9,5,9
ESS10e03_3,02.12.2025,11422,4,FI,2,9,9,7,8,8,7.5,9,5,6
ESS10e03_3,02.12.2025,11424,6,FI,2,10,10,6,9,10,10.0,9,9,7
ESS10e03_3,02.12.2025,11429,6,FI,2,7,10,7,9,7,2.5,9,5,8
ESS10e03_3,02.12.2025,11431,6,FI,2,10,10,8,9,0,5.0,7,5,7
ESS10e03_3,02.12.2025,11432,3,FI,1,10,8,7,7,8,5.0,8,6,1
ESS10e03_3,02.12.2025,11433,7,FI,2,6,8,6,8,2,10.0,6,7,8
ESS10e03_3,02.12.2025,11451,7,FI,1,8,9,6,8,5,7.5,5,3,5
ESS10e03_3,02.12.2025,11469,5,FI,1,5,7,5,7,8,7.5,5,7,3
ESS10e03_3,02.12.2025,11487,5,FI,2,9,8,7,9,8,10.0,3,8,5
ESS10e03_3,02.12.2025,11491,6,FI,2,7,7,4,7,5,10.0,8,5,4
ESS10e03_3,02.12.2025,11495,3,FI,2,5,7,3,7,7,2.5,4,4,5
ESS10e03_3,02.12.2025,11503,7,FI,2,6,9,5,7,8,7.5,8,3,8
ESS10e03_3,02.12.2025,11509,1,FI,2,1,5,1,8,5,7.5,5,4,8
ESS10e03_3,02.12.2025,11521,5,FI,2,8,9,5,9,8,7.5,7,5,6
ESS10e03_3,02.12.2025,11526,1,FI,1,8,8,6,7,6,5.0,6,7,0
ESS10e03_3,02.12.2025,11542,4,FI,1,7,9,6,8,7,5.0,7,7,6
ESS10e03_3,02.12.2025,11552,1,FI,2,10,10,3,7,6,0.0,5,1,2
ESS10e03_3,02.12.2025,11573,4,FI,2,3,7,1,7,6,7.5,7,4,7
ESS10e03_3,02.12.2025,11590,4,FI,2,9,10,5,9,3,2.5,6,4,9
ESS10e03_3,02.12.2025,11621,6,FI,2,8,9,6,9,8,7.5,8,8,8
ESS10e03_3,02.12.2025,11630,3,FI,1,9,10,8,9,6,2.5,8,5,0
ESS10e03_3,02.12.2025,11635,5,FI,1,7,8,4,6,6,10.0,4,3,7
ESS10e03_3,02.12.2025,11642,5,FI,2,6,8,2,8,7,10.0,8,5,5
ESS10e03_3,02.12.2025,11647,7,FI,2,9,9,5,7,9,7.5,8,6,5
ESS10e03_3,02.12.2025,11649,7,FI,1,8,9,7,8,8,7.5,9,7,9
ESS10e03_3,02.12.2025,11668,2,FI,2,4,6,4,7,3,7.5,7,3,0
ESS10e03_3,02.12.2025,11672,6,FI,1,1,6,8,9,3,10.0,6,3,3
ESS10e03_3,02.12.2025,11715,5,FI,1,6,8,3,2,1,10.0,5,4,3
ESS10e03_3,02.12.2025,11716,3,FI,2,5,6,3,6,5,7.5,3,3,0
ESS10e03_3,02.12.2025,11720,7,FI,1,9,9,7,10,7,5.0,3,5,4
ESS10e03_3,02.12.2025,11724,7,FI,2,10,10,9,9,9,5.0,5,7,10
ESS10e03_3,02.12.2025,11729,7,FI,2,8,9,5,9,3,2.5,5,5,9
ESS10e03_3,02.12.2025,11734,1,FI,2,6,7,6,7,8,7.5,5,5,6
ESS10e03_3,02.12.2025,11738,4,FI,2,9,8,7,8,6,10.0,6,9,5
ESS10e03_3,02.12.2025,11752,3,FI,2,8,8,7,9,7,7.5,6,9,7
ESS10e03_3,02.12.2025,11754,5,FI,2,5,5,3,7,8,10.0,3,8,0
ESS10e03_3,02.12.2025,11779,7,FI,2,6,9,6,8,5,7.5,6,6,7
ESS10e03_3,02.12.2025,11780,2,FI,2,8,8,4,8,9,7.5,4,7,0
ESS10e03_3,02.12.2025,11786,3,FI,1,9,9,7,10,8,2.5,7,8,4
ESS10e03_3,02.12.2025,11810,2,FI,1,9,10,4,9,2,5.0,6,3,0
ESS10e03_3,02.12.2025,11813,6,FI,1,8,10,7,10,8,7.5,8,8,8
ESS10e03_3,02.12.2025,11818,4,FI,1,6,8,7,8,7,5.0,5,5,3
ESS10e03_3,02.12.2025,11819,5,FI,2,8,10,5,8,9,2.5,8,0,9
ESS10e03_3,02.12.2025,11850,6,FI,1,9,8,6,9,10,7.5,5,10,9
ESS10e03_3,02.12.2025,11854,5,FI,1,9,9,6,8,8,7.5,5,7,6
ESS10e03_3,02.12.2025,11860,6,FI,1,9,8,4,8,7,5.0,6,7,7
ESS10e03_3,02.12.2025,11867,3,FI,1,8,9,6,8,3,2.5,9,3,6
ESS10e03_3,02.12.2025,11868,3,FI,1,8,9,5,7,8,5.0,7,5,2
ESS10e03_3,02.12.2025,11874,6,FI,2,7,9,6,8,3,7.5,5,6,4
ESS10e03_3,02.12.2025,11884,5,FI,2,8,10,6,8,9,7.5,3,7,6
ESS10e03_3,02.12.2025,11911,4,FI,1,4,6,2,3,7,7.5,8,2,2
ESS10e03_3,02.12.2025,11922,5,FI,2,8,9,7,9,4,7.5,7,5,5
ESS10e03_3,02.12.2025,11928,2,FI,1,1,2,0,6,0,10.0,0,7,0
ESS10e03_3,02.12.2025,11938,2,FI,2,7,8,7,9,8,7.5,4,5,0
ESS10e03_3,02.12.2025,11944,6,FI,1,8,9,5,7,8,7.5,5,5,6
ESS10e03_3,02.12.2025,11956,4,FI,1,9,9,7,9,8,2.5,6,8,2
ESS10e03_3,02.12.2025,11962,2,FI,1,8,7,6,8,8,7.5,7,7,1
ESS10e03_3,02.12.2025,11970,5,FI,1,9,10,4,9,10,2.5,4,8,5
ESS10e03_3,02.12.2025,11973,1,FI,2,8,9,6,5,7,5.0,5,5,3
ESS10e03_3,02.12.2025,11974,6,FI,2,8,7,7,8,10,7.5,2,8,7
ESS10e03_3,02.12.2025,11982,7,FI,1,5,7,5,6,5,7.5,6,5,6
ESS10e03_3,02.12.2025,11989,3,FI,2,9,9,7,9,10,7.5,3,8,6
ESS10e03_3,02.12.2025,12008,1,FI,1,6,7,6,7,6,5.0,5,2,1
ESS10e03_3,02.12.2025,12030,5,FI,1,10,8,8,9,10,7.5,,7,7
ESS10e03_3,02.12.2025,12064,3,FI,2,7,9,3,8,10,5.0,7,5,1
ESS10e03_3,02.12.2025,12068,4,FI,2,9,7,6,9,8,2.5,8,7,1
ESS10e03_3,02.12.2025,12111,7,FI,2,7,9,7,,,5.0,6,7,4
ESS10e03_3,02.12.2025,12117,4,FI,1,9,9,8,8,7,2.5,10,2,8
ESS10e03_3,02.12.2025,12118,5,FI,1,8,9,5,7,9,5.0,5,5,7
ESS10e03_3,02.12.2025,12119,3,FI,2,8,9,5,8,9,10.0,1,8,1
ESS10e03_3,02.12.2025,12123,6,FI,2,7,7,5,6,8,7.5,4,8,7
ESS10e03_3,02.12.2025,12125,1,FI,1,9,9,7,9,3,2.5,10,4,0
ESS10e03_3,02.12.2025,12136,2,FI,2,7,9,6,7,8,7.5,5,7,4
ESS10e03_3,02.12.2025,12142,1,FI,2,4,8,2,9,2,2.5,7,5,8
ESS10e03_3,02.12.2025,12157,5,FI,1,9,9,7,9,5,7.5,5,6,2
ESS10e03_3,02.12.2025,12165,6,FI,2,4,7,4,8,8,7.5,5,,3
ESS10e03_3,02.12.2025,12173,6,FI,1,8,9,8,6,7,7.5,5,7,9
ESS10e03_3,02.12.2025,12178,1,FI,2,10,9,8,9,9,7.5,8,7,8
ESS10e03_3,02.12.2025,12200,6,FI,1,9,8,7,8,9,7.5,3,8,6
ESS10e03_3,02.12.2025,12201,2,FI,1,7,8,3,6,6,7.5,5,4,1
ESS10e03_3,02.12.2025,12216,6,FI,2,9,10,8,9,3,7.5,9,7,8
ESS10e03_3,02.12.2025,12246,5,FI,1,4,6,2,7,2,10.0,5,2,5
ESS10e03_3,02.12.2025,12250,7,FI,1,8,8,6,7,9,7.5,3,8,0
ESS10e03_3,02.12.2025,12254,3,FI,1,8,9,7,9,9,7.5,3,7,3
ESS10e03_3,02.12.2025,12256,6,FI,2,7,8,4,8,8,7.5,4,7,6
ESS10e03_3,02.12.2025,12262,6,FI,1,9,10,7,10,8,5.0,4,7,3
ESS10e03_3,02.12.2025,12291,4,FI,1,9,9,7,9,7,7.5,5,4,2
ESS10e03_3,02.12.2025,12335,5,FI,2,7,8,3,4,5,7.5,4,5,7
ESS10e03_3,02.12.2025,12366,2,FI,1,10,9,5,8,10,10.0,7,5,1
ESS10e03_3,02.12.2025,12375,5,FI,2,8,8,7,9,10,5.0,5,8,2
ESS10e03_3,02.12.2025,12418,3,FI,2,9,8,7,9,10,10.0,3,8,2
ESS10e03_3,02.12.2025,12424,5,FI,2,8,8,7,9,7,7.5,5,8,3
ESS10e03_3,02.12.2025,12476,6,FI,1,2,6,1,0,6,7.5,8,2,9
ESS10e03_3,02.12.2025,12479,2,FI,2,9,9,8,9,7,5.0,8,5,1
ESS10e03_3,02.12.2025,12503,6,FI,2,10,10,7,10,10,10.0,7,5,8
ESS10e03_3,02.12.2025,12571,1,FI,1,9,9,8,9,7,7.5,6,7,1
ESS10e03_3,02.12.2025,12574,4,FI,2,8,9,8,10,9,2.5,10,4,8
ESS10e03_3,02.12.2025,12585,4,FI,1,9,8,7,8,7,2.5,9,6,3
ESS10e03_3,02.12.2025,12602,3,FI,1,7,8,5,8,7,10.0,5,4,3
ESS10e03_3,02.12.2025,12626,7,FI,2,9,9,1,8,5,5.0,,5,7
ESS10e03_3,02.12.2025,12634,5,FI,1,9,9,7,9,8,7.5,10,8,0
ESS10e03_3,02.12.2025,12676,3,FI,1,8,9,5,8,8,10.0,2,5,1
ESS10e03_3,02.12.2025,12705,3,FI,2,10,7,6,7,10,5.0,8,8,3
ESS10e03_3,02.12.2025,12717,2,FI,1,6,8,4,8,3,7.5,2,,2
ESS10e03_3,02.12.2025,12723,4,FI,2,8,10,5,9,6,7.5,5,5,3
ESS10e03_3,02.12.2025,12734,6,FI,1,9,9,8,9,9,7.5,3,9,10
ESS10e03_3,02.12.2025,12735,3,FI,2,9,9,5,7,8,10.0,5,5,6
ESS10e03_3,02.12.2025,12768,6,FI,1,8,9,5,9,8,7.5,3,5,1
ESS10e03_3,02.12.2025,12779,5,FI,2,9,9,6,8,9,5.0,4,7,8
ESS10e03_3,02.12.2025,12781,7,FI,2,9,10,6,10,1,5.0,5,8,8
ESS10e03_3,02.12.2025,12783,7,FI,2,8,8,5,8,7,7.5,,5,3
ESS10e03_3,02.12.2025,12788,3,FI,2,7,7,5,7,7,5.0,8,7,0
ESS10e03_3,02.12.2025,12792,6,FI,1,8,10,6,4,9,0.0,9,5,5
ESS10e03_3,02.12.2025,12803,7,FI,1,8,9,6,7,6,10.0,8,6,8
ESS10e03_3,02.12.2025,12848,1,FI,2,9,10,8,9,8,7.5,3,6,0
ESS10e03_3,02.12.2025,12865,1,FI,2,7,8,6,6,7,5.0,2,6,0
ESS10e03_3,02.12.2025,12870,7,FI,2,8,8,6,8,8,10.0,6,8,8
ESS10e03_3,02.12.2025,12880,4,FI,1,10,9,6,8,5,5.0,8,7,9
ESS10e03_3,02.12.2025,12884,1,FI,2,9,9,7,6,6,10.0,4,8,2
ESS10e03_3,02.12.2025,12900,3,FI,1,9,5,5,9,8,5.0,9,5,3
ESS10e03_3,02.12.2025,12902,4,FI,1,9,7,8,8,10,10.0,8,8,6
